Id,name,popularity,followers,genres,image,Spotify ID
551,Little Mix,78,4250555,"dance pop, girl group, pop, post-teen pop, r&b, talent show",3e7awlrlDSwF3iM0WBjGMp.jpg,3e7awlrlDSwF3iM0WBjGMp
552,CADE,68,36377,,0CEK8AzyeD5ZUdUloB6yQV.jpg,0CEK8AzyeD5ZUdUloB6yQV
553,Demi Lovato,86,9974978,"dance pop, pop, post-teen pop",6S2OmqARrzebs0tKUEyXyp.jpg,6S2OmqARrzebs0tKUEyXyp
554,CVBZ,62,8217,,0pt7PX4Hftlg8mV1ySU84Q.jpg,0pt7PX4Hftlg8mV1ySU84Q
555,David Guetta,86,15156305,"dance pop, edm, pop",1Cs0zKBU1kc0i8ypK3B9ai.jpg,1Cs0zKBU1kc0i8ypK3B9ai
556,Dante Klein,57,11880,deep big room,1b4DN8Vj0dnj5cceMFsRYN.jpg,1b4DN8Vj0dnj5cceMFsRYN
557,Kiiara,71,446770,"electropop, indie poptimism, pop, post-teen pop",4u5smJBskI6Adzv08PuiUP.jpg,4u5smJBskI6Adzv08PuiUP
558,Kris Kross Amsterdam,65,41553,,4LcUpNlXFEleaLlelmkv2R.jpg,4LcUpNlXFEleaLlelmkv2R
559,DVBBS,67,696103,"big room, deep big room, edm, electro house, pop, progressive electro house, tropical house",5X4LWwbUFNzPkEas04uU82.jpg,5X4LWwbUFNzPkEas04uU82
560,Nicky Romero,63,1257813,"big room, deep big room, edm, electro house, house, pop, progressive electro house, progressive house, tropical house",5ChF3i92IPZHduM7jN3dpg.jpg,5ChF3i92IPZHduM7jN3dpg
561,Chevelle,62,661871,"alternative metal, nu metal, post-grunge, rap metal, rap rock, rock",56dO9zeHKuU5Gvfc2kxHNw.jpg,56dO9zeHKuU5Gvfc2kxHNw
562,Childish Gambino,83,3458163,"hip hop, pop rap, rap",73sIBHcqh3Z3NyqHKZ7FOL.jpg,73sIBHcqh3Z3NyqHKZ7FOL
563,Chinx,50,109869,"rap, trap music",2DctCFD8X80VeY7WLC86PS.jpg,2DctCFD8X80VeY7WLC86PS
564,Jadakiss,64,365723,"dirty south rap, east coast hip hop, gangster rap, hardcore hip hop, hip hop, hip pop, pop rap, rap, trap music",5pnbUBPifNnlusY8kTBivi.jpg,5pnbUBPifNnlusY8kTBivi
565,MeetSims,34,358,,0TdAVW3jEqvj992p0ca4tI.jpg,0TdAVW3jEqvj992p0ca4tI
566,Movado,28,21707,,59zmzXCSVGBTT3aofyHMs3.jpg,59zmzXCSVGBTT3aofyHMs3
567,Chloe Kohanski,34,8165,deep talent show,0miRKHMzKK1xStb6AjWo7k.jpg,0miRKHMzKK1xStb6AjWo7k
568,Noah Mac,15,77,,5Gcpffj0yz5RCzBz7Vz2Ma.jpg,5Gcpffj0yz5RCzBz7Vz2Ma
569,Chris Blue,27,9123,,4urap4WzzvxwW5cC12CBGv.jpg,4urap4WzzvxwW5cC12CBGv
570,R.J. Collins,7,8,,2QFuVql2BSFGevswqzZRGU.jpg,2QFuVql2BSFGevswqzZRGU
571,Vanessa Ferguson,9,458,,1NXB1rKIa8PVuBFeDJdm7T.jpg,1NXB1rKIa8PVuBFeDJdm7T
572,Chris Brown,85,6652904,"dance pop, pop, pop rap, r&b, rap",7bXgB6jMjp9ATFy66eO08Z.jpg,7bXgB6jMjp9ATFy66eO08Z
573,Tyga,83,3239123,"hip hop, pop, pop rap, rap, southern hip hop, trap music",5LHRHt1k9lMyONurDHEdrp.jpg,5LHRHt1k9lMyONurDHEdrp
574,Busta Rhymes,71,863243,"dirty south rap, east coast hip hop, hardcore hip hop, hip hop, hip pop, pop rap, rap",1YfEcTuGvBQ8xSD1f53UnK.jpg,1YfEcTuGvBQ8xSD1f53UnK
575,Chris Cornell,59,664812,"alternative metal, alternative rock, grunge, post-grunge, rock",0XHiH53dHrvbwfjYM7en7I.jpg,0XHiH53dHrvbwfjYM7en7I
576,Chris Jamison,23,6485,deep talent show,6MAAqVPDbQXqzX1fuyY91p.jpg,6MAAqVPDbQXqzX1fuyY91p
577,Chris Janson,59,101521,"contemporary country, country road, modern country rock, redneck",60gmlHZmT16wiO9GiXKYK9.jpg,60gmlHZmT16wiO9GiXKYK9
578,Chris Lane,66,143966,contemporary country,68abRTdO4meYReMWHvBYb0.jpg,68abRTdO4meYReMWHvBYb0
579,Chris Stapleton,74,808698,contemporary country,4YLtscXsxbVgi031ovDDdh.jpg,4YLtscXsxbVgi031ovDDdh
580,Chris Tomlin,65,824550,"ccm, christian alternative rock, christian music, christian rock, worship",6pRi6EIPXz4QJEOEsBaA0m.jpg,6pRi6EIPXz4QJEOEsBaA0m
581,Pat Barrett,50,4039,anthem worship,0289SkqAn0iOohwm0pIHv3.jpg,0289SkqAn0iOohwm0pIHv3
582,Chris Young,69,1054944,"contemporary country, country, country road, modern country rock",4BYxqVkZyFjtik7crYLg5Q.jpg,4BYxqVkZyFjtik7crYLg5Q
583,Cassadee Pope,56,132790,"contemporary country, pop emo, viral pop",7ahuvq1mbb4idwG1iJbSFG.jpg,7ahuvq1mbb4idwG1iJbSFG
584,Christian Nodal,67,972205,"banda, regional mexican",0XwVARXT135rw8lyw1EeWP.jpg,0XwVARXT135rw8lyw1EeWP
585,Redman,63,331721,"alternative hip hop, dirty south rap, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, southern hip hop",7xTKLpo7UCzXSnlH7fOIoM.jpg,7xTKLpo7UCzXSnlH7fOIoM
586,Christina Grimmie,51,252474,"channel pop, post-teen pop, viral pop",0Cav8jyZKAHMFbAusOmjku.jpg,0Cav8jyZKAHMFbAusOmjku
587,Sam Tsui,55,186389,"channel pop, post-teen pop, viral pop",7lPWuLostTtlIShgm4wpf0.jpg,7lPWuLostTtlIShgm4wpf0
588,Jon Bon Jovi,52,660238,,6h2bWHWTJL38N8dqocVaif.jpg,6h2bWHWTJL38N8dqocVaif
589,Sheryl Crow,62,366508,"folk-pop, lilith, mellow gold, new wave pop, permanent wave, pop rock, rock",4TKTii6gnOnUXQHyuo9JaD.jpg,4TKTii6gnOnUXQHyuo9JaD
590,Fergie,67,2320562,"dance pop, pop, pop rap, post-teen pop, r&b, urban contemporary",3r17AfJCCUqC9Lf0OAc73G.jpg,3r17AfJCCUqC9Lf0OAc73G
591,Colbie Caillat,69,1138920,"acoustic pop, dance pop, folk-pop, neo mellow, pop, pop rock, post-teen pop, viral pop",6aZyMrc4doVtZyKNilOmwu.jpg,6aZyMrc4doVtZyKNilOmwu
592,Natasha Bedingfield,64,558517,"australian pop, dance pop, europop, neo mellow, pop, pop rock, post-teen pop, r&b",7o95ZoZt5ZYn31e9z1Hc0a.jpg,7o95ZoZt5ZYn31e9z1Hc0a
593,Leona Lewis,69,1228117,"dance pop, europop, pop, post-teen pop, r&b, talent show, urban contemporary",5lKZWd6HiSCLfnDGrq9RAm.jpg,5lKZWd6HiSCLfnDGrq9RAm
594,Sean Paul,80,1878774,"dance pop, dancehall, pop, reggae fusion",3Isy6kedDrgPYoTS1dazA9.jpg,3Isy6kedDrgPYoTS1dazA9
595,Johnny Rzeznik,35,336,,6VZlYTq8lqmm4EFmZwK2fQ.jpg,6VZlYTq8lqmm4EFmZwK2fQ
596,Krewella,64,601628,"big room, brostep, catstep, dance pop, edm, electro house, pop",0Cd6nHYwecCNM1sVEXKlYr.jpg,0Cd6nHYwecCNM1sVEXKlYr
597,Angelique Kidjo,46,33716,"afropop, world",51qUDJb5AtQX6jIL4VJx6M.jpg,51qUDJb5AtQX6jIL4VJx6M
598,Kelsea Ballerini,65,424339,"contemporary country, indonesian jazz, pop",3RqBeV12Tt7A8xH3zBDDUF.jpg,3RqBeV12Tt7A8xH3zBDDUF
599,Nicole Scherzinger,61,851486,"dance pop, electropop, europop, pop, post-teen pop, r&b, urban contemporary",40xbWSB4JPdOkRyuTDy1oP.jpg,40xbWSB4JPdOkRyuTDy1oP
600,Victoria Justice,59,340396,post-teen pop,2OTfr6S2kuHRYStjt1IkY6.jpg,2OTfr6S2kuHRYStjt1IkY6
601,Q'orianka Kilcher,35,60,,1tHm53NBBuFigo0RrjqDfe.jpg,1tHm53NBBuFigo0RrjqDfe
602,Diamond Eyes,44,10492,,7u7MDzwo7VtVe7FhS3cq8Y.jpg,7u7MDzwo7VtVe7FhS3cq8Y
603,Christina Perri,70,1416054,"dance pop, neo mellow, pop, post-teen pop, viral pop",7H55rcKCfwqkyDFH9wpKM6.jpg,7H55rcKCfwqkyDFH9wpKM6
604,Steve Kazee,45,5679,"broadway, show tunes",2E0WuV49YeVlDWrmLf4jKK.jpg,2E0WuV49YeVlDWrmLf4jKK
605,Ed Sheeran,89,29165243,pop,6eUKZXaKkcviH0Ku9w2n3V.jpg,6eUKZXaKkcviH0Ku9w2n3V
606,Christine McVie,35,14301,"mellow gold, soft rock",6RCsx4p5smZHYz2P5HLcL2.jpg,6RCsx4p5smZHYz2P5HLcL2
607,Chuck Berry,63,672495,"christmas, classic rock, folk rock, rock, rock-and-roll, rockabilly, soul",293zczrfYafIItmnmM3coR.jpg,293zczrfYafIItmnmM3coR
608,CHVRCHES,69,832322,"electropop, indietronica, metropopolis, neo-synthpop, pop, shimmer pop",3CjlHNtplJyTf9npxaPl5w.jpg,3CjlHNtplJyTf9npxaPl5w
609,Matt Berninger,47,1500,,27jRNjIvlUcGN7FBRDnqhp.jpg,27jRNjIvlUcGN7FBRDnqhp
610,Manila Killa,52,24208,vapor twitch,4EukMPjtYsdi87lkU1hIxN.jpg,4EukMPjtYsdi87lkU1hIxN
611,Ciara,69,3105277,"dance pop, hip pop, pop, pop rap, post-teen pop, r&b, southern hip hop, urban contemporary",2NdeV5rLm47xAvogXrYhJX.jpg,2NdeV5rLm47xAvogXrYhJX
612,Missy Elliott,69,810755,"dance pop, hip hop, hip pop, pop, pop rap, r&b, southern hip hop, urban contemporary",2wIVse2owClT7go1WT98tk.jpg,2wIVse2owClT7go1WT98tk
613,Petey Pablo,55,155115,"crunk, dirty south rap, gangster rap, hip pop, pop rap, southern hip hop",4Js9eYwAf9rypNtV8pNSw9.jpg,4Js9eYwAf9rypNtV8pNSw9
614,50 Cent,78,4246450,"east coast hip hop, gangster rap, hip hop, pop rap, rap",3q7HBObVc0L8jNeTe5Gofh.jpg,3q7HBObVc0L8jNeTe5Gofh
615,Circa Survive,53,173808,"dreamo, emo, modern rock, post-hardcore, progressive post-hardcore, screamo",11FY888Qctoy6YueCpFkXT.jpg,11FY888Qctoy6YueCpFkXT
616,City and Colour,59,569346,canadian folk,74gcBzlQza1bSfob90yRhR.jpg,74gcBzlQza1bSfob90yRhR
617,Clean Bandit,83,1277990,"dance pop, edm, pop, post-teen pop, tropical house, uk funky",6MDME20pz9RveH9rEXvrOM.jpg,6MDME20pz9RveH9rEXvrOM
618,Zara Larsson,76,3024670,"dance pop, edm, pop, post-teen pop, swedish electropop, swedish pop, tropical house",1Xylc3o4UrD53lo9CvFvVg.jpg,1Xylc3o4UrD53lo9CvFvVg
619,Wideboys,55,3508,"bassline, speed garage, uk garage",2fLCjXwadBsnYmn05uxFpi.jpg,2fLCjXwadBsnYmn05uxFpi
620,Louisa,59,194349,post-teen pop,5IHqlcCbQkyhWl0KmIwgeq.jpg,5IHqlcCbQkyhWl0KmIwgeq
621,Marina and the Diamonds,66,1265310,"dance pop, electropop, metropopolis, pop, post-teen pop",6CwfuxIqcltXDGjfZsMd9A.jpg,6CwfuxIqcltXDGjfZsMd9A
622,Clutch,54,205167,"alternative metal, alternative rock, funk metal, funk rock, garage rock, groove metal, hard rock, rock, stoner metal, stoner rock",161AC1AVRkIGIMxyj5djFQ.jpg,161AC1AVRkIGIMxyj5djFQ
623,CNCO,75,4003916,"boy band, latin, pop, reggaeton, tropical",0eecdvMrqBftK0M1VKhaF4.jpg,0eecdvMrqBftK0M1VKhaF4
624,Yandel,79,2687754,"latin, latin hip hop, pop, reggaeton, tropical",0eHQ9o50hj6ZDNBt6Ys1sD.jpg,0eHQ9o50hj6ZDNBt6Ys1sD
625,Cody Jinks,61,93054,,2v7wIbCkIzxOfT3GnqCexD.jpg,2v7wIbCkIzxOfT3GnqCexD
626,Cody Johnson,60,119809,"contemporary country, country road, deep texas country, modern country rock, outlaw country, texas country",6zLBxLdl60ekBLpawtT63I.jpg,6zLBxLdl60ekBLpawtT63I
627,Coheed and Cambria,62,287561,"alternative metal, emo, modern rock, pop punk, screamo",3utxjLheHaVEd9bPjQRsy8.jpg,3utxjLheHaVEd9bPjQRsy8
628,Seeb,75,103228,"dance pop, edm, pop, tropical house",5iNrZmtVMtYev5M9yoWpEq.jpg,5iNrZmtVMtYev5M9yoWpEq
629,Cole Swindell,68,877647,"contemporary country, country, country road, modern country rock",1mfDfLsMxYcOOZkzBxvSVW.jpg,1mfDfLsMxYcOOZkzBxvSVW
630,Collective Soul,58,328565,"alternative metal, alternative rock, nu metal, pop rock, post-grunge, rock",4e5V1Q2dKCzbLVMQ8qbTn6.jpg,4e5V1Q2dKCzbLVMQ8qbTn6
631,John Legend,77,4134325,"neo soul, pop, r&b, urban contemporary",5y2Xq6xcjJb2jVM54GHK3t.jpg,5y2Xq6xcjJb2jVM54GHK3t
632,Pusha T,75,896659,"dirty south rap, gangster rap, hip hop, pop, pop rap, rap, southern hip hop, trap music",0ONHkAv9pCAFxb0zJwDNTy.jpg,0ONHkAv9pCAFxb0zJwDNTy
633,CyHi The Prynce,55,67961,"alternative hip hop, dirty south rap, hip hop, indie r&b, pop rap, rap, southern hip hop, trap music, underground hip hop",18HVMQsV3tINaTyzT5UIjH.jpg,18HVMQsV3tINaTyzT5UIjH
634,D'banj,46,34495,"afrobeats, afropop",5RCdjio4ASMQ8CFaSuAl6C.jpg,5RCdjio4ASMQ8CFaSuAl6C
635,Sadat X,43,14074,"alternative hip hop, east coast hip hop, hardcore hip hop, turntablism",7fDLDq2weBagiAFD2j17Al.jpg,7fDLDq2weBagiAFD2j17Al
636,Mary J. Blige,67,1494138,"dance pop, hip hop, hip pop, neo soul, pop, r&b, urban contemporary",1XkoF8ryArs86LZvFOkbyr.jpg,1XkoF8ryArs86LZvFOkbyr
637,Corinne Bailey Rae,62,381429,"folk-pop, indie r&b, neo mellow, neo soul, r&b, soul",29WzbAQtDnBJF09es0uddn.jpg,29WzbAQtDnBJF09es0uddn
638,Corrosion Of Conformity,45,94158,"alternative metal, doom metal, funk rock, groove metal, grunge, hard rock, metal, nu metal, post-grunge, rap metal, rap rock, rock, sludge metal, stoner metal, stoner rock",1BBIIH0h76KN8gYeXFcPjR.jpg,1BBIIH0h76KN8gYeXFcPjR
639,Cory Asbury,61,75883,"anthem worship, deep ccm, worship",2gXmjQIxCO8lMnSncluZaU.jpg,2gXmjQIxCO8lMnSncluZaU
640,Counting Crows,66,616417,"alternative rock, neo mellow, pop rock, post-grunge, rock",0vEsuISMWAKNctLlUAhSZC.jpg,0vEsuISMWAKNctLlUAhSZC
641,Vanessa Carlton,63,224779,"dance pop, folk-pop, lilith, neo mellow, piano rock, pop rock, post-teen pop",5ILrArfIV0tMURcHJN8Q07.jpg,5ILrArfIV0tMURcHJN8Q07
642,Courtney Barnett,59,278439,"art pop, indie pop, indie rock, modern rock",4OOlG5eBXSkSAAEeKjJb5Y.jpg,4OOlG5eBXSkSAAEeKjJb5Y
643,Kurt Vile,57,245580,"alternative rock, chamber pop, folk-pop, freak folk, indie folk, indie pop, indie rock, indietronica, lo-fi, modern rock, neo-psychedelic, noise pop, slow core",5gspAQIAH8nJUrMYgXjCJ2.jpg,5gspAQIAH8nJUrMYgXjCJ2
644,Craig Wayne Boyd,20,5254,,4zt5aHAmGXYBO8FaWAbDGt.jpg,4zt5aHAmGXYBO8FaWAbDGt
645,"Crosby, Stills, Nash & Young",60,312396,"album rock, art rock, blues-rock, classic rock, folk, folk rock, mellow gold, psychedelic rock, rock, roots rock, soft rock, southern rock",1CYsQCypByMVgnv17qsSbQ.jpg,1CYsQCypByMVgnv17qsSbQ
646,Crowder,56,143992,"anthem worship, ccm, christian alternative rock, christian music, christian rock, worship",39xmI59WrIMyyJjSDq6WCu.jpg,39xmI59WrIMyyJjSDq6WCu
647,Tauren Wells,57,65882,"anthem worship, ccm, christian music",3SKza3YPBri1k43LB1Tqy4.jpg,3SKza3YPBri1k43LB1Tqy4
648,Crown The Empire,56,298162,"metalcore, post-post-hardcore, post-screamo, screamo, trancecore",2vKiJjsgjgqIECUyYeIVvO.jpg,2vKiJjsgjgqIECUyYeIVvO
649,Cyndi Lauper,66,584777,"dance pop, dance rock, europop, mellow gold, new wave pop, permanent wave, pop rock, rock, soft rock",2BTZIqw0ntH9MvilQ3ewNY.jpg,2BTZIqw0ntH9MvilQ3ewNY
650,D'Angelo,60,583454,"funk, hip hop, indie r&b, neo soul, r&b, soul, urban contemporary",336vr2M3Va0FjyvB55lJEd.jpg,336vr2M3Va0FjyvB55lJEd
651,DRAM,69,627519,"hip hop, indie r&b, pop, pop rap, rap, southern hip hop, trap music",5M0lbkGluOPXLeFjApw8r8.jpg,5M0lbkGluOPXLeFjApw8r8
652,Trippie Redd,81,1369924,"rap, trap music",6Xgp2XMz1fhVYe7i6yNAax.jpg,6Xgp2XMz1fhVYe7i6yNAax
653,R.K.M & Ken-Y,68,309809,"latin, latin hip hop, reggaeton, reggaeton flow, trap latino, tropical",3jFjgKOGfVLWfXX8q5wrsg.jpg,3jFjgKOGfVLWfXX8q5wrsg
654,Arcangel,80,2679882,"latin, latin hip hop, reggaeton, trap latino, tropical",4SsVbpTthjScTS7U2hmr1X.jpg,4SsVbpTthjScTS7U2hmr1X
655,Play-N-Skillz,65,10410,chicano rap,7MP4jhYmFEgb0AtiOkw55s.jpg,7MP4jhYmFEgb0AtiOkw55s
656,Elvis Crespo,67,250070,"latin, merengue, tropical",1c22GXH30ijlOfXhfLz9Df.jpg,1c22GXH30ijlOfXhfLz9Df
657,Daft Punk,78,4476311,"electro, electronic, filter house",4tZwfgrHOc3mvqYlEYSvVi.jpg,4tZwfgrHOc3mvqYlEYSvVi
658,Nile Rodgers,65,37123,disco,3yDIp0kaq9EFKe07X1X2rz.jpg,3yDIp0kaq9EFKe07X1X2rz
659,Julian Casablancas,58,223460,"garage rock, indie rock, modern rock",1rAv1GhTQ2rmG94p9lU3rB.jpg,1rAv1GhTQ2rmG94p9lU3rB
660,Panda Bear,50,107614,"art pop, chamber pop, chillwave, dream pop, experimental rock, freak folk, indie folk, indie pop, indie rock, indietronica, lo-fi, modern rock, neo-psychedelic, new weird america, noise pop, noise rock, nu gaze",1R84VlXnFFULOsWWV8IrCQ.jpg,1R84VlXnFFULOsWWV8IrCQ
661,Damien Rice,61,650340,"acoustic pop, folk-pop, indie folk, irish rock, neo mellow, singer-songwriter",14r9dR01KeBLFfylVSKCZQ.jpg,14r9dR01KeBLFfylVSKCZQ
662,Dan + Shay,75,478851,contemporary country,7z5WFjZAIYejWy0NI5lv4T.jpg,7z5WFjZAIYejWy0NI5lv4T
663,Kelly Clarkson,72,3539386,"dance pop, neo mellow, pop, pop rock, post-teen pop, r&b, talent show",3BmGtnKgCSGYIUhmivXKWX.jpg,3BmGtnKgCSGYIUhmivXKWX
664,Dance Gavin Dance,66,225041,"metalcore, pixie, screamo",6guC9FqvlVboSKTI77NG2k.jpg,6guC9FqvlVboSKTI77NG2k
665,Danielle Bradbery,55,101146,contemporary country,5iqStkZi6QmG8sgQZQrfGN.jpg,5iqStkZi6QmG8sgQZQrfGN
666,Danny Gokey,50,122675,"ccm, idol",5Yu3b48Y29bZlI1cLPOZJz.jpg,5Yu3b48Y29bZlI1cLPOZJz
667,Jordin Sparks,63,847327,"dance pop, neo mellow, pop, pop rap, pop rock, post-teen pop, r&b, urban contemporary, viral pop",2AQjGvtT0pFYfxR3neFcvz.jpg,2AQjGvtT0pFYfxR3neFcvz
668,Darius Rucker,68,918123,"contemporary country, country, country road, modern country rock",7FY5V3XMwlNBPitEjXowHQ.jpg,7FY5V3XMwlNBPitEjXowHQ
669,Jason Aldean,75,2338249,"contemporary country, country, country road",3FfvYsEGaIb52QPXhg4DcH.jpg,3FfvYsEGaIb52QPXhg4DcH
670,Luke Bryan,75,2907257,"contemporary country, country, country road",0BvkDsjIUla7X0k6CSWh1I.jpg,0BvkDsjIUla7X0k6CSWh1I
671,Dashboard Confessional,58,275647,"emo, modern rock, neo mellow, pop punk, pop rock",4ERtgeBbWRkFzIz6LaFCeY.jpg,4ERtgeBbWRkFzIz6LaFCeY
672,Cash Cash,69,328354,"big room, dance pop, edm, electro house, electropop, electropowerpop, indie poptimism, pop, progressive electro house, tropical house",1LOB7jTeEV14pHai6EXSzF.jpg,1LOB7jTeEV14pHai6EXSzF
673,Daughtry,64,887908,"alternative metal, neo mellow, pop rock, post-grunge",5P5FTygHyx2G57oszR3Wot.jpg,5P5FTygHyx2G57oszR3Wot
674,Dave East,64,238273,"hip hop, pop rap, rap, southern hip hop, trap music",7e10JUMF7MJmmwYpnTSMI5.jpg,7e10JUMF7MJmmwYpnTSMI5
675,Rick Ross,76,2261760,"dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap music",1sBkRIssrMs1AbVkOJbc7a.jpg,1sBkRIssrMs1AbVkOJbc7a
676,Wiz Khalifa,85,7163240,"pop, pop rap, rap, southern hip hop, trap music",137W8MRPWKqSmrBGDBFSop.jpg,137W8MRPWKqSmrBGDBFSop
677,Gunna,53,1494,,6tVggw2tOs5i1IraBG9HLC.jpg,6tVggw2tOs5i1IraBG9HLC
678,Dave Matthews Band,69,811884,"jam band, neo mellow, pop rock",2TI7qyDE0QfyOlnbtfDo7L.jpg,2TI7qyDE0QfyOlnbtfDo7L
679,David Bowie,75,2844774,"art rock, dance rock, glam rock, new wave, permanent wave, protopunk, rock",0oSGxfWSnnOXhD2fKuz2Gy.jpg,0oSGxfWSnnOXhD2fKuz2Gy
680,David Byrne,52,121598,"art pop, art rock, dance rock, permanent wave",20vuBdFblWUo2FCOvUzusB.jpg,20vuBdFblWUo2FCOvUzusB
681,St. Vincent,59,393449,"art pop, chamber pop, electropop, etherpop, folk-pop, freak folk, indie folk, indie pop, indie rock, indietronica, metropopolis, modern rock",7bcbShaqKdcyjnmv4Ix8j6.jpg,7bcbShaqKdcyjnmv4Ix8j6
682,David Gilmour,54,534280,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock",2FcC4sDMXme2ziI7tGKMK8.jpg,2FcC4sDMXme2ziI7tGKMK8
683,Sia,86,7110467,"australian dance, australian pop, dance pop, pop",5WUlDfRSoLAfcVSX1WnrxN.jpg,5WUlDfRSoLAfcVSX1WnrxN
684,Martin Garrix,83,6683942,"big room, edm, pop, progressive house, tropical house",60d24wfXkVzDSfLS6hyCjZ.jpg,60d24wfXkVzDSfLS6hyCjZ
685,Brooks,71,66777,"big room, deep big room, edm, electro house, house, progressive electro house, progressive house",4mHAu7NX2UNsnGXjviBD9e.jpg,4mHAu7NX2UNsnGXjviBD9e
686,Showtek,68,374069,"big room, deep big room, edm, electro house, hardstyle, progressive electro house",3gk0OYeLFWYupGFRHqLSR7.jpg,3gk0OYeLFWYupGFRHqLSR7
687,Jamie Scott,64,14042,,29QbBR0oTzA7A0kiOzrbbr.jpg,29QbBR0oTzA7A0kiOzrbbr
688,Romy Dya,64,756,,5gWzmnHTLNXz5CjOc0wAuK.jpg,5gWzmnHTLNXz5CjOc0wAuK
689,David Nail,58,198756,"contemporary country, country, country road, modern country rock",4DZGvSv2oMkBUnPz67E6z6.jpg,4DZGvSv2oMkBUnPz67E6z6
690,Dawes,58,137724,"alternative country, deep new americana, folk-pop, funk, indie folk, indie pop, indie rock, la indie, modern blues, modern rock, new americana, pop rock, roots rock, stomp and holler",0CDUUM6KNRvgBFYIbWxJwV.jpg,0CDUUM6KNRvgBFYIbWxJwV
691,Daya,72,621502,"dance pop, electropop, pop, post-teen pop",6Dd3NScHWwnW6obMFbl1BH.jpg,6Dd3NScHWwnW6obMFbl1BH
692,Ryan Riback,64,6825,melbourne bounce,33JQK4UoS2aMPYBfdB5Ftt.jpg,33JQK4UoS2aMPYBfdB5Ftt
693,Mokita,57,8084,"deep tropical house, indie poptimism, tropical pop edm",3sKeaby6GMSJWgYueZaSjE.jpg,3sKeaby6GMSJWgYueZaSjE
694,GOLDHOUSE,50,9231,indie poptimism,670UISOh9XV1zlq5z5IfoY.jpg,670UISOh9XV1zlq5z5IfoY
695,De La Soul,57,325676,"alternative hip hop, east coast hip hop, hardcore hip hop, hip hop, jazz rap, rap, turntablism",1Z8ODXyhEBi3WynYw0Rya6.jpg,1Z8ODXyhEBi3WynYw0Rya6
696,MF DOOM,61,328277,"alternative hip hop, east coast hip hop, hardcore hip hop, hip hop, southern hip hop",2pAWfrd7WFF3XhVt9GooDL.jpg,2pAWfrd7WFF3XhVt9GooDL
697,Little Dragon,61,390340,"alternative dance, art pop, chillwave, dance-punk, downtempo, electronic, electropop, indie pop, indie r&b, indietronica, new rave, swedish electropop, swedish synthpop, trip hop",6Tyzp9KzpiZ04DABQoedps.jpg,6Tyzp9KzpiZ04DABQoedps
698,Estelle,62,136968,neo soul,5T0MSzX9RC5NA6gAI6irSn.jpg,5T0MSzX9RC5NA6gAI6irSn
699,Pete Rock,55,118308,"alternative hip hop, east coast hip hop, hardcore hip hop, hip hop, jazz rap, turntablism",3BeQqzKdlARoOd6y30kCO2.jpg,3BeQqzKdlARoOd6y30kCO2
700,Yummy,29,217,,3EPDUft8JXlRTIsrNqfFDS.jpg,3EPDUft8JXlRTIsrNqfFDS
701,Ghostface,33,26195,,3t5QLYg3fqvohxXt7q1niX.jpg,3t5QLYg3fqvohxXt7q1niX
702,Deafheaven,50,74370,"atmospheric black metal, avantgarde metal, blackgaze, post rock, post-doom metal, post-metal, usbm",4XpPveeg7RuYS3CgLo75t9.jpg,4XpPveeg7RuYS3CgLo75t9
703,Dean Martin,62,487851,"adult standards, christmas, easy listening, lounge, vocal jazz",49e4v89VmlDcFCMyDv9wQ9.jpg,49e4v89VmlDcFCMyDv9wQ9
704,Dick Stabile And His Orchestra,38,14,,0liyb0PPDyu3pfG7WZtsxO.jpg,0liyb0PPDyu3pfG7WZtsxO
705,Death Cab for Cutie,65,866607,"folk-pop, indie folk, indie pop, indie rock, modern rock, pop rock, stomp and holler",0YrtvWJMgSdVrk3SfNjTbx.jpg,0YrtvWJMgSdVrk3SfNjTbx
706,Def Leppard,65,1260985,"album rock, glam metal, hard rock, rock",6H1RjVyNruCmrBEWRbD0VZ.jpg,6H1RjVyNruCmrBEWRbD0VZ
707,Deftones,65,1044951,"alternative metal, alternative rock, groove metal, modern rock, nu metal, post-grunge, rap metal, rap rock, rock",6Ghvu1VvMGScGpOUJBAHNH.jpg,6Ghvu1VvMGScGpOUJBAHNH
708,DeJ Loaf,64,866151,"deep pop r&b, detroit hip hop, pop, pop rap, r&b, rap, trap music, trap queen",7kFfY4UjNdNyaeUgLIEbIF.jpg,7kFfY4UjNdNyaeUgLIEbIF
709,Leon Bridges,71,585802,"modern blues, soul",3qnGvpP8Yth1AqSBMqON5x.jpg,3qnGvpP8Yth1AqSBMqON5x
710,"Royce Da 5'9""",61,199163,"alternative hip hop, detroit hip hop, dirty south rap, gangster rap, hardcore hip hop, hip hop, pop rap, rap, southern hip hop",6DVipHzYsPlIoA0DW8Gmns.jpg,6DVipHzYsPlIoA0DW8Gmns
711,Danny Brown,43,840,,6pJkhyn8MedLRRl9qZVkWL.jpg,6pJkhyn8MedLRRl9qZVkWL
712,Trick Trick,44,46388,"detroit hip hop, dirty south rap, pop rap",7tT5h21rKj9yFfQuqBYLqT.jpg,7tT5h21rKj9yFfQuqBYLqT
